symbol,yahoo,name,sector,exchange,sp500,tier,market_cap
NVDA,NVDA,Nvidia,Information Technology,NASDAQ,1,Mega cap,5419832000000
AAPL,AAPL,Apple Inc.,Information Technology,NASDAQ,1,Mega cap,4572794419400
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,NASDAQ,1,Mega cap,4333089000000
GOOG,GOOG,Alphabet Inc. (Class C),Communication Services,NASDAQ,1,Mega cap,4322938100000
MSFT,MSFT,Microsoft,Information Technology,NASDAQ,1,Mega cap,3712698490045
AMZN,AMZN,Amazon,Consumer Discretionary,NASDAQ,1,Mega cap,2960627349243
TSM,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Information Technology,NYSE,0,Mega cap,2178539519876
AVGO,AVGO,Broadcom,Information Technology,NASDAQ,1,Mega cap,2035102505496
SPCX,SPCX,Space Exploration Technologies Corp.,Information Technology,NASDAQ,0,Mega cap,1754626728479
META,META,Meta Platforms,Communication Services,NASDAQ,1,Mega cap,1508378435823
TSLA,TSLA,"Tesla, Inc.",Consumer Discretionary,NASDAQ,1,Mega cap,1297742282721
BRK.B,BRK-B,Berkshire Hathaway,Financials,NYSE,1,Mega cap,1151253273388
BRK.A,BRK-A,Berkshire Hathaway Inc.,Other,NYSE,0,Mega cap,1147408171038
LLY,LLY,Lilly (Eli),Health Care,NYSE,1,Mega cap,1116176485541
MU,MU,Micron Technology,Information Technology,NASDAQ,1,Mega cap,991121547523
JPM,JPM,JPMorgan Chase,Financials,NYSE,1,Mega cap,957978922163
WMT,WMT,Walmart,Consumer Staples,NASDAQ,1,Mega cap,890111153487
AMD,AMD,Advanced Micro Devices,Information Technology,NASDAQ,1,Mega cap,789073136301
ASML,ASML,ASML Holding N.V.,Industrials,NASDAQ,0,Mega cap,671008300588
V,V,Visa Inc.,Financials,NYSE,1,Mega cap,647698769063
XOM,XOM,ExxonMobil,Energy,NYSE,1,Mega cap,629287006358
JNJ,JNJ,Johnson & Johnson,Health Care,NYSE,1,Mega cap,624742112286
INTC,INTC,Intel,Information Technology,NASDAQ,1,Mega cap,512722600000
MA,MA,Mastercard,Financials,NYSE,1,Mega cap,493149795723
CSCO,CSCO,Cisco,Information Technology,NASDAQ,1,Mega cap,478608411371
BAC,BAC,Bank of America,Financials,NYSE,1,Mega cap,441731914217
ABBV,ABBV,AbbVie,Health Care,NYSE,1,Mega cap,434781536801
AMAT,AMAT,Applied Materials,Information Technology,NASDAQ,1,Mega cap,428055287090
ORCL,ORCL,Oracle Corporation,Information Technology,NYSE,1,Mega cap,423486846420
COST,COST,Costco,Consumer Staples,NASDAQ,1,Mega cap,420338080007
PLTR,PLTR,Palantir Technologies,Information Technology,NASDAQ,1,Mega cap,413177219095
LRCX,LRCX,Lam Research,Information Technology,NASDAQ,1,Mega cap,389365280850
CAT,CAT,Caterpillar Inc.,Industrials,NYSE,1,Mega cap,387133594767
GE,GE,GE Aerospace,Industrials,NYSE,1,Mega cap,383981134811
KO,KO,Coca-Cola Company (The),Consumer Staples,NYSE,1,Mega cap,374536911603
CVX,CVX,Chevron Corporation,Energy,NYSE,1,Mega cap,371552472882
UNH,UNH,UnitedHealth Group,Health Care,NYSE,1,Mega cap,369687423980
HSBC,HSBC,HSBC Holdings plc.,Financials,NYSE,0,Mega cap,356490215425
HD,HD,Home Depot (The),Consumer Discretionary,NYSE,1,Mega cap,354594634453
MS,MS,Morgan Stanley,Financials,NYSE,1,Mega cap,339760605948
PG,PG,Procter & Gamble,Consumer Staples,NYSE,1,Mega cap,338879095817
MRK,MRK,Merck & Co.,Health Care,NYSE,1,Mega cap,317570023281
NFLX,NFLX,Netflix,Communication Services,NASDAQ,1,Mega cap,308714487579
GS,GS,Goldman Sachs,Financials,NYSE,1,Mega cap,302704707471
RTX,RTX,RTX Corporation,Industrials,NYSE,1,Mega cap,300590498856
TM,TM,Toyota Motor Corporation,Industrials,NYSE,0,Mega cap,300246916627
NVS,NVS,Novartis AG,Health Care,NYSE,0,Mega cap,298301351978
PANW,PANW,Palo Alto Networks,Information Technology,NASDAQ,1,Mega cap,296545900000
PM,PM,Philip Morris International,Consumer Staples,NYSE,1,Mega cap,295466349631
DELL,DELL,Dell Technologies,Information Technology,NYSE,1,Mega cap,294091963076
RY,RY,Royal Bank Of Canada,Financials,NYSE,0,Mega cap,293354189740
MUFG,MUFG,Mitsubishi UFJ Financial Group Inc.,Financials,NYSE,0,Mega cap,266904818591
WFC,WFC,Wells Fargo,Financials,NYSE,1,Mega cap,263843942066
GEV,GEV,GE Vernova,Industrials,NYSE,1,Mega cap,263755471936
TXN,TXN,Texas Instruments,Information Technology,NASDAQ,1,Mega cap,261261898011
KLAC,KLAC,KLA Corporation,Information Technology,NASDAQ,1,Mega cap,258786181853
SAP,SAP,SAP SE ADS,Information Technology,NYSE,0,Mega cap,253268432469
AZN,AZN,AstraZeneca PLC,Health Care,NYSE,0,Mega cap,250318169774
ANET,ANET,Arista Networks,Information Technology,NYSE,1,Mega cap,237955254338
C,C,Citigroup,Financials,NYSE,1,Mega cap,230252888925
AXP,AXP,American Express,Financials,NYSE,1,Mega cap,230219875168
CCZ,CCZ,Comcast Holdings ZONES,Communication Services,NYSE,0,Mega cap,227112740672
LIN,LIN,Linde plc,Materials,NASDAQ,1,Mega cap,225871060267
IBM,IBM,IBM,Information Technology,NYSE,1,Mega cap,223549648059
AMGN,AMGN,Amgen,Health Care,NASDAQ,1,Mega cap,222170019295
TMO,TMO,Thermo Fisher Scientific,Health Care,NYSE,1,Mega cap,219629887884
CRWD,CRWD,CrowdStrike,Information Technology,NASDAQ,1,Mega cap,218335154818
SAN,SAN,Banco Santander S.A. Sponsored ADR (Spain),Financials,NYSE,0,Mega cap,215932996679
NVO,NVO,Novo Nordisk A/S,Health Care,NYSE,0,Mega cap,209263996375
APH,APH,Amphenol,Information Technology,NYSE,1,Mega cap,208596141255
TD,TD,Toronto Dominion Bank,Financials,NYSE,0,Mega cap,200455070200
SHOP,SHOP,Shopify Inc.,Information Technology,NASDAQ,0,Large cap,196406077059
VZ,VZ,Verizon,Communication Services,NYSE,1,Large cap,195523721006
MCD,MCD,McDonald's,Consumer Discretionary,NYSE,1,Large cap,195019648178
MRVL,MRVL,Marvell Technology,Information Technology,NASDAQ,1,Large cap,191547632039
TMUS,TMUS,T-Mobile US,Communication Services,NASDAQ,1,Large cap,190066683107
ADI,ADI,Analog Devices,Information Technology,NASDAQ,1,Large cap,189929849507
PEP,PEP,PepsiCo,Consumer Staples,NASDAQ,1,Large cap,189747224393
TTE,TTE,TotalEnergies SE,Energy,NYSE,0,Large cap,187269198637
SCHW,SCHW,Charles Schwab Corporation,Financials,NYSE,1,Large cap,187130980553
ABT,ABT,Abbott Laboratories,Health Care,NYSE,1,Large cap,186552623142
BA,BA,Boeing,Industrials,NYSE,1,Large cap,185278540088
STX,STX,Seagate Technology,Information Technology,NASDAQ,1,Large cap,184207598450
DIS,DIS,Walt Disney Company (The),Communication Services,NYSE,1,Large cap,181146722889
SNDK,SNDK,Sandisk,Information Technology,NASDAQ,1,Large cap,179515885545
TJX,TJX,TJX Companies,Consumer Discretionary,NYSE,1,Large cap,178255109407
NEE,NEE,NextEra Energy,Utilities,NYSE,1,Large cap,176578055392
BLK,BLK,BlackRock,Financials,NYSE,1,Large cap,176406352760
QCOM,QCOM,Qualcomm,Information Technology,NASDAQ,1,Large cap,176292265979
ETN,ETN,Eaton Corporation,Industrials,NYSE,1,Large cap,174267312000
UNP,UNP,Union Pacific Corporation,Industrials,NYSE,1,Large cap,174141350729
WELL,WELL,Welltower,Real Estate,NYSE,1,Large cap,170758893791
DE,DE,Deere & Company,Industrials,NYSE,1,Large cap,167585251563
UBS,UBS,UBS Group AG Registered,Financials,NYSE,0,Large cap,166840679524
SCCO,SCCO,Southern Copper Corporation,Materials,NYSE,0,Large cap,166082069396
GILD,GILD,Gilead Sciences,Health Care,NASDAQ,1,Large cap,165389522916
BUD,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Consumer Staples,NYSE,0,Large cap,165185864603
T,T,AT&T,Communication Services,NYSE,1,Large cap,163018254614
BBVA,BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Financials,NYSE,0,Large cap,161849262645
BKNG,BKNG,Booking Holdings,Consumer Discretionary,NASDAQ,1,Large cap,161111006810
CRM,CRM,Salesforce,Information Technology,NYSE,1,Large cap,157854060000
UBER,UBER,Uber,Industrials,NYSE,1,Large cap,153232860277
PFE,PFE,Pfizer,Health Care,NYSE,1,Large cap,152523265242
WDC,WDC,Western Digital,Information Technology,NASDAQ,1,Large cap,149695449493
IBKR,IBKR,Interactive Brokers,Financials,NASDAQ,1,Large cap,149425986948
DHR,DHR,Danaher Corporation,Health Care,NYSE,1,Large cap,143943424417
COP,COP,ConocoPhillips,Energy,NYSE,1,Large cap,143283558163
GLW,GLW,Corning Inc.,Information Technology,NYSE,1,Large cap,142714818680
LMT,LMT,Lockheed Martin,Industrials,NYSE,1,Large cap,135693423226
PH,PH,Parker Hannifin,Industrials,NYSE,1,Large cap,135400390555
CB,CB,Chubb Limited,Financials,NYSE,1,Large cap,135149548606
ISRG,ISRG,Intuitive Surgical,Health Care,NASDAQ,1,Large cap,133825253575
COF,COF,Capital One,Financials,NYSE,1,Large cap,133592457887
MFG,MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Financials,NYSE,0,Large cap,133331392209
PLD,PLD,Prologis,Real Estate,NYSE,1,Large cap,132882332160
BMY,BMY,Bristol Myers Squibb,Health Care,NYSE,1,Large cap,132204492536
SYK,SYK,Stryker Corporation,Health Care,NYSE,1,Large cap,130042769785
NOW,NOW,ServiceNow,Information Technology,NYSE,1,Large cap,129125920000
BTI,BTI,British American Tobacco Industries p.l.c.,Health Care,NYSE,0,Large cap,128619747925
BMO,BMO,Bank Of Montreal,Financials,NYSE,0,Large cap,127978210205
RIO,RIO,Rio Tinto Plc,Materials,NYSE,0,Large cap,126985500842
VRTX,VRTX,Vertex Pharmaceuticals,Health Care,NASDAQ,1,Large cap,125734360569
LOW,LOW,Lowe's,Consumer Discretionary,NYSE,1,Large cap,125233917607
PGR,PGR,Progressive Corporation,Financials,NYSE,1,Large cap,125186783234
CVS,CVS,CVS Health,Health Care,NYSE,1,Large cap,122397464313
HDB,HDB,HDFC Bank Limited,Financials,NYSE,0,Large cap,121248431197
SBUX,SBUX,Starbucks,Consumer Discretionary,NASDAQ,1,Large cap,120361200000
SPGI,SPGI,S&P Global,Financials,NYSE,1,Large cap,120334412000
NEM,NEM,Newmont,Materials,NYSE,1,Large cap,119046152778
ACN,ACN,Accenture,Information Technology,NYSE,1,Large cap,117294894101
FTNT,FTNT,Fortinet,Information Technology,NASDAQ,1,Large cap,117130047565
APP,APP,AppLovin,Communication Services,NASDAQ,1,Large cap,116056966800
PBR,PBR,Petroleo Brasileiro S.A. Petrobras ADS,Energy,NYSE,0,Large cap,115740820203
SNOW,SNOW,Snowflake Inc.,Information Technology,NYSE,0,Large cap,114547834000
MO,MO,Altria,Consumer Staples,NYSE,1,Large cap,114126997342
HWM,HWM,Howmet Aerospace,Industrials,NYSE,1,Large cap,112782297308
ENB,ENB,Enbridge Inc,Energy,NYSE,0,Large cap,111974900261
MDT,MDT,Medtronic,Health Care,NYSE,1,Large cap,111568738760
BNS,BNS,Bank Nova Scotia Halifax Pfd 3,Financials,NYSE,0,Large cap,109000056936
BP,BP,BP p.l.c.,Energy,NYSE,0,Large cap,108984442594
CM,CM,Canadian Imperial Bank of Commerce,Financials,NYSE,0,Large cap,108587647995
IBN,IBN,ICICI Bank Limited,Financials,NYSE,0,Large cap,108189300933
BN,BN,Brookfield Corporation,Real Estate,NYSE,0,Large cap,108029045233
ADP,ADP,Automatic Data Processing,Industrials,NASDAQ,1,Large cap,107785325803
ABNB,ABNB,Airbnb,Consumer Discretionary,NASDAQ,1,Large cap,107323665639
BNY,BNY,BNY Mellon,Financials,NYSE,1,Large cap,106939037821
SO,SO,Southern Company,Utilities,NYSE,1,Large cap,106627143319
NET,NET,Cloudflare Inc.,Information Technology,NYSE,0,Large cap,106135318695
TT,TT,Trane Technologies,Industrials,NYSE,1,Large cap,106119378499
GD,GD,General Dynamics,Industrials,NYSE,1,Large cap,106071948300
SNY,SNY,Sanofi ADS,Health Care,NASDAQ,0,Large cap,105992603184
ADBE,ADBE,Adobe Inc.,Information Technology,NASDAQ,1,Large cap,105420975000
VRT,VRT,Vertiv,Industrials,NYSE,1,Large cap,104870778325
ING,ING,ING Group N.V.,Financials,NYSE,0,Large cap,103558976708
EQIX,EQIX,Equinix,Real Estate,NASDAQ,1,Large cap,102877073257
BX,BX,Blackstone Inc.,Financials,NYSE,1,Large cap,101871107934
MCK,MCK,McKesson Corporation,Health Care,NYSE,1,Large cap,101384647858
PNC,PNC,PNC Financial Services,Financials,NYSE,1,Large cap,100757212538
SPOT,SPOT,Spotify Technology S.A.,Consumer Discretionary,NYSE,0,Large cap,100475089730
FCX,FCX,Freeport-McMoRan,Materials,NYSE,1,Large cap,100082917801
USB,USB,U.S. Bancorp,Financials,NYSE,1,Large cap,99179328480
PWR,PWR,Quanta Services,Industrials,NYSE,1,Large cap,98984985319
CEG,CEG,Constellation Energy,Utilities,NASDAQ,1,Large cap,97481586103
DUK,DUK,Duke Energy,Utilities,NYSE,1,Large cap,97345818796
EQNR,EQNR,Equinor ASA,Energy,NYSE,0,Large cap,97310548488
BCS,BCS,Barclays PLC,Financials,NYSE,0,Large cap,97099288395
RACE,RACE,Ferrari N.V.,Industrials,NYSE,0,Large cap,96445973587
CNQ,CNQ,Canadian Natural Resources Limited,Energy,NYSE,0,Large cap,94932585720
CME,CME,CME Group,Financials,NASDAQ,1,Large cap,94806668483
MMM,MMM,3M,Industrials,NYSE,1,Large cap,94325630069
DASH,DASH,DoorDash,Consumer Discretionary,NASDAQ,1,Large cap,93704518134
CDNS,CDNS,Cadence Design Systems,Information Technology,NASDAQ,1,Large cap,93424321320
CSX,CSX,CSX Corporation,Industrials,NASDAQ,1,Large cap,93123914078
KKR,KKR,KKR & Co.,Financials,NYSE,1,Large cap,92310317064
MELI,MELI,MercadoLibre Inc.,Industrials,NASDAQ,0,Large cap,92303852296
MAR,MAR,Marriott International,Consumer Discretionary,NASDAQ,1,Large cap,92287796986
JCI,JCI,Johnson Controls,Industrials,NYSE,1,Large cap,92199909149
MRSH,MRSH,Marsh McLennan,Financials,NYSE,1,Large cap,91457539512
WM,WM,Waste Management,Industrials,NYSE,1,Large cap,91007153093
AEM,AEM,Agnico Eagle Mines Limited,Materials,NYSE,0,Large cap,90762057662
CMCSA,CMCSA,Comcast,Communication Services,NASDAQ,1,Large cap,89993423491
SHW,SHW,Sherwin-Williams,Materials,NYSE,1,Large cap,89754971169
HCA,HCA,HCA Healthcare,Health Care,NYSE,1,Large cap,89493060040
INTU,INTU,Intuit,Information Technology,NASDAQ,1,Large cap,88967909250
UPS,UPS,United Parcel Service,Industrials,NYSE,1,Large cap,88906675319
CMI,CMI,Cummins,Industrials,NYSE,1,Large cap,88691722395
MNST,MNST,Monster Beverage,Consumer Staples,NASDAQ,1,Large cap,88372812820
EMR,EMR,Emerson Electric,Industrials,NYSE,1,Large cap,88277428000
WMB,WMB,Williams Companies,Energy,NYSE,1,Large cap,86110990029
BAM,BAM,Brookfield Asset Management Inc,Real Estate,NYSE,0,Large cap,85989158050
VLO,VLO,Valero Energy,Energy,NYSE,1,Large cap,85891640891
RCL,RCL,Royal Caribbean Group,Consumer Discretionary,NYSE,1,Large cap,85584666880
ELV,ELV,Elevance Health,Health Care,NYSE,1,Large cap,85489874118
ITW,ITW,Illinois Tool Works,Industrials,NYSE,1,Large cap,85349082000
ICE,ICE,Intercontinental Exchange,Financials,NYSE,1,Large cap,84377591396
E,E,ENI S.p.A.,Energy,NYSE,0,Large cap,84349038881
HOOD,HOOD,Robinhood Markets,Financials,NASDAQ,1,Large cap,83875385248
MPC,MPC,Marathon Petroleum,Energy,NYSE,1,Large cap,83741944327
DDOG,DDOG,Datadog,Information Technology,NASDAQ,1,Large cap,83269767013
MCO,MCO,Moody's Corporation,Financials,NYSE,1,Large cap,82746300000
ROST,ROST,Ross Stores,Consumer Discretionary,NASDAQ,1,Large cap,81872954027
CP,CP,Canadian Pacific Kansas City Limited,Industrials,NYSE,0,Large cap,81749218243
EPD,EPD,Enterprise Products Partners L.P.,Energy,NYSE,0,Large cap,81672814730
PSX,PSX,Phillips 66,Energy,NYSE,1,Large cap,81364354982
CTAS,CTAS,Cintas,Industrials,NASDAQ,1,Large cap,81254429361
NOC,NOC,Northrop Grumman,Industrials,NYSE,1,Large cap,81200384401
REGN,REGN,Regeneron Pharmaceuticals,Health Care,NASDAQ,1,Large cap,80753774388
AMT,AMT,American Tower,Real Estate,NYSE,1,Large cap,80396746682
ECL,ECL,Ecolab,Materials,NYSE,1,Large cap,80257532445
TRV,TRV,Travelers Companies (The),Financials,NYSE,1,Large cap,80157466705
MDLZ,MDLZ,Mondelez International,Consumer Staples,NASDAQ,1,Large cap,79909647449
SNPS,SNPS,Synopsys,Information Technology,NASDAQ,1,Large cap,79653484407
HON,HON,Honeywell Technologies,Industrials,NASDAQ,1,Large cap,78033799862
CVNA,CVNA,Carvana,Consumer Discretionary,NYSE,1,Large cap,77967858105
ORLY,ORLY,O’Reilly Automotive,Consumer Discretionary,NASDAQ,1,Large cap,77509721339
MSI,MSI,Motorola Solutions,Information Technology,NYSE,1,Large cap,77376620579
GM,GM,General Motors,Consumer Discretionary,NYSE,1,Large cap,76847205961
CNI,CNI,Canadian National Railway Company,Industrials,NYSE,0,Large cap,76479060000
AON,AON,Aon plc,Financials,NYSE,1,Large cap,76004543002
FDX,FDX,FedEx,Industrials,NYSE,1,Large cap,75370641956
NSC,NSC,Norfolk Southern,Industrials,NYSE,1,Large cap,75100055596
SLB,SLB,Schlumberger,Energy,NYSE,1,Large cap,74993757462
CI,CI,Cigna,Health Care,NYSE,1,Large cap,74645294890
CL,CL,Colgate-Palmolive,Consumer Staples,NYSE,1,Large cap,74352309761
COHR,COHR,Coherent Corp.,Information Technology,NYSE,1,Large cap,74172735771
MFC,MFC,Manulife Financial Corporation,Financials,NYSE,0,Large cap,73965227580
APO,APO,Apollo Global Management,Financials,NYSE,1,Large cap,73471391857
B,B,Barrick Mining Corporation,Materials,NYSE,0,Large cap,73186205165
URI,URI,United Rentals,Industrials,NYSE,1,Large cap,72378055909
SPG,SPG,Simon Property Group,Real Estate,NYSE,1,Large cap,72287464284
DLR,DLR,Digital Realty,Real Estate,NYSE,1,Large cap,71713010909
DB,DB,Deutsche Bank AG,Financials,NYSE,0,Large cap,71606084000
HLT,HLT,Hilton Worldwide,Consumer Discretionary,NYSE,1,Large cap,71480615416
BSX,BSX,Boston Scientific,Health Care,NYSE,1,Large cap,71461507927
EOG,EOG,EOG Resources,Energy,NYSE,1,Large cap,70675061174
HPE,HPE,Hewlett Packard Enterprise,Information Technology,NYSE,1,Large cap,70474111388
SU,SU,Suncor Energy Inc.,Energy,NYSE,0,Large cap,70294739681
PCAR,PCAR,Paccar,Industrials,NASDAQ,1,Large cap,70064438894
ET,ET,Energy Transfer LP Common Units,Energy,NYSE,0,Large cap,69270536246
LITE,LITE,Lumentum,Information Technology,NASDAQ,1,Large cap,69255226000
MPWR,MPWR,Monolithic Power Systems,Information Technology,NASDAQ,1,Large cap,68875880220
KMI,KMI,Kinder Morgan,Energy,NYSE,1,Large cap,68696844446
AEP,AEP,American Electric Power,Utilities,NASDAQ,1,Large cap,68447079067
TGT,TGT,Target Corporation,Consumer Staples,NYSE,1,Large cap,67992409466
TDG,TDG,TransDigm Group,Industrials,NYSE,1,Large cap,67727562256
APD,APD,Air Products,Materials,NYSE,1,Large cap,67571697223
ALL,ALL,Allstate,Financials,NYSE,1,Large cap,67513072650
CRH,CRH,CRH plc,Materials,NYSE,1,Large cap,67255226127
NU,NU,Nu Holdings Ltd.,Financials,NYSE,0,Large cap,67202523067
WBD,WBD,Warner Bros. Discovery,Communication Services,NASDAQ,1,Large cap,67141120880
RSG,RSG,Republic Services,Industrials,NYSE,1,Large cap,66012406507
BE,BE,Bloom Energy Corporation,Industrials,NYSE,0,Large cap,64601628072
TFC,TFC,Truist Financial,Financials,NYSE,1,Large cap,63952130942
AJG,AJG,Arthur J. Gallagher & Co.,Financials,NYSE,1,Large cap,63593156000
AFL,AFL,Aflac,Financials,NYSE,1,Large cap,63424608887
TRP,TRP,TC Energy Corporation,Energy,NYSE,0,Large cap,63230000000
MET,MET,MetLife,Financials,NYSE,1,Large cap,62908813883
TEL,TEL,TE Connectivity,Information Technology,NYSE,1,Large cap,62630396613
NUE,NUE,Nucor,Materials,NYSE,1,Large cap,62089015199
NKE,NKE,"Nike, Inc.",Consumer Discretionary,NYSE,1,Large cap,61861895915
COR,COR,Cencora,Health Care,NYSE,1,Large cap,61152473296
BKR,BKR,Baker Hughes,Energy,NASDAQ,1,Large cap,61099089070
WPM,WPM,Wheaton Precious Metals Corp,Materials,NYSE,0,Large cap,60939862491
NXPI,NXPI,NXP Semiconductors,Information Technology,NASDAQ,1,Large cap,60446274150
IMO,IMO,Imperial Oil Limited,Energy,AMEX,0,Large cap,60424945350
GWW,GWW,W. W. Grainger,Industrials,NYSE,1,Large cap,60173808452
DAL,DAL,Delta Air Lines,Industrials,NYSE,1,Large cap,60067287560
GRMN,GRMN,Garmin,Consumer Discretionary,NYSE,1,Large cap,59955924917
MPLX,MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,NYSE,0,Large cap,59665558071
FIX,FIX,Comfort Systems USA,Industrials,NYSE,1,Large cap,59638550207
FAST,FAST,Fastenal,Industrials,NASDAQ,1,Large cap,59486274184
TER,TER,Teradyne,Information Technology,NASDAQ,1,Large cap,59301609883
D,D,Dominion Energy,Utilities,NYSE,1,Large cap,59271253703
CIEN,CIEN,Ciena,Information Technology,NYSE,1,Large cap,58375009504
O,O,Realty Income,Real Estate,NYSE,1,Large cap,58290108050
KEYS,KEYS,Keysight Technologies,Information Technology,NYSE,1,Large cap,58270193627
AME,AME,Ametek,Industrials,NYSE,1,Large cap,58154407153
ALAB,ALAB,Astera Labs Inc.,Information Technology,NASDAQ,0,Large cap,57973517204
PSA,PSA,Public Storage,Real Estate,NYSE,1,Large cap,57673980406
SOMN,SOMN,Southern Company,Utilities,NYSE,0,Large cap,56448310742
OXY,OXY,Occidental Petroleum,Energy,NYSE,1,Large cap,55889725413
MT,MT,Arcelor Mittal NY Registry Shares,Materials,NYSE,0,Large cap,55782911275
CAH,CAH,Cardinal Health,Health Care,NYSE,1,Large cap,55366264122
TRGP,TRGP,Targa Resources,Energy,NYSE,1,Large cap,55135579364
SRE,SRE,Sempra,Utilities,NYSE,1,Large cap,54832976796
F,F,Ford Motor Company,Consumer Discretionary,NYSE,1,Large cap,54756075402
OKE,OKE,Oneok,Energy,NYSE,1,Large cap,54476546622
LNG,LNG,Cheniere Energy Inc.,Utilities,NYSE,0,Large cap,53674615470
DEO,DEO,Diageo plc,Consumer Staples,NYSE,0,Large cap,53628713021
HONA,HONA,Honeywell Aerospace,Industrials,NASDAQ,1,Large cap,53409703690
LHX,LHX,L3Harris,Industrials,NYSE,1,Large cap,53382143969
CVE,CVE,Cenovus Energy Inc,Energy,NYSE,0,Large cap,52968750000
NDAQ,NDAQ,"Nasdaq, Inc.",Financials,NASDAQ,1,Large cap,52873669617
CARR,CARR,Carrier Global,Industrials,NYSE,1,Large cap,52765046899
FANG,FANG,Diamondback Energy,Energy,NASDAQ,1,Large cap,52655779338
ADSK,ADSK,Autodesk,Information Technology,NASDAQ,1,Large cap,52555880000
FITB,FITB,Fifth Third Bancorp,Financials,NYSE,1,Large cap,51774496479
EW,EW,Edwards Lifesciences,Health Care,NYSE,1,Large cap,51714608000
HEI,HEI,Heico Corporation,Industrials,NYSE,0,Large cap,51364786707
CTVA,CTVA,Corteva,Materials,NYSE,1,Large cap,51260668680
AZO,AZO,AutoZone,Consumer Discretionary,NYSE,1,Large cap,51054119438
STT,STT,State Street Corporation,Financials,NYSE,1,Large cap,50731921960
PYPL,PYPL,PayPal,Financials,NASDAQ,1,Large cap,50532073827
CBRS,CBRS,Cerebras Systems Inc.,Information Technology,NASDAQ,0,Large cap,50526909056
FERG,FERG,Ferguson Enterprises,Industrials,NYSE,1,Large cap,50194691702
STM,STM,STMicroelectronics N.V.,Information Technology,NYSE,0,Large cap,50071786113
ETR,ETR,Entergy,Utilities,NYSE,1,Large cap,50013563956
EBAY,EBAY,eBay Inc.,Consumer Discretionary,NASDAQ,1,Large cap,49832352048
AMP,AMP,Ameriprise Financial,Financials,NYSE,1,Large cap,49621392426
CRWV,CRWV,CoreWeave Inc.,Information Technology,NASDAQ,0,Large cap,49466863272
WAB,WAB,Wabtec,Industrials,NYSE,1,Large cap,49289875430
CCEP,CCEP,Coca-Cola Europacific Partners plc,Consumer Staples,NASDAQ,0,Large cap,49161757670
ROK,ROK,Rockwell Automation,Industrials,NYSE,1,Large cap,49076264231
XEL,XEL,Xcel Energy,Utilities,NASDAQ,1,Large cap,48765200269
BDX,BDX,Becton Dickinson,Health Care,NYSE,1,Large cap,48732079919
AU,AU,AngloGold Ashanti PLC,Materials,NYSE,0,Large cap,48665117812
RKLB,RKLB,Rocket Lab Corporation,Industrials,NASDAQ,0,Large cap,47947592954
VTR,VTR,Ventas,Real Estate,NYSE,1,Large cap,47888672076
FER,FER,Ferrovial N.V.,Industrials,NASDAQ,0,Large cap,47851135086
NBIS,NBIS,Nebius Group N.V.,Information Technology,NASDAQ,0,Large cap,47725243526
XYZ,XYZ,"Block, Inc.",Financials,NYSE,1,Large cap,47462805000
VST,VST,Vistra Corp.,Utilities,NYSE,1,Large cap,47404483176
DVN,DVN,Devon Energy,Energy,NYSE,1,Large cap,47278000000
VIK,VIK,Viking Holdings Ltd,Industrials,NYSE,0,Large cap,47159705066
UMC,UMC,United Microelectronics Corporation (,Information Technology,NYSE,0,Large cap,47130057356
EXC,EXC,Exelon,Utilities,NASDAQ,1,Large cap,47081103435
PCG,PCG,PG&E Corporation,Utilities,NYSE,1,Large cap,46794729260
CRDO,CRDO,Credo Technology Group Holding Ltd,Information Technology,NASDAQ,0,Large cap,46598961931
MDLN,MDLN,Medline Inc.,Health Care,NASDAQ,0,Large cap,46317144943
HUM,HUM,Humana,Health Care,NYSE,1,Large cap,46230918580
IDXX,IDXX,Idexx Laboratories,Health Care,NASDAQ,1,Large cap,46218517324
NTRA,NTRA,Natera Inc.,Health Care,NASDAQ,0,Large cap,46129674542
FNV,FNV,Franco-Nevada Corporation,Materials,NYSE,0,Large cap,46035585000
AXON,AXON,Axon Enterprise,Industrials,NASDAQ,1,Large cap,46024591988
MCHP,MCHP,Microchip Technology,Information Technology,NASDAQ,1,Large cap,45987378855
TTWO,TTWO,Take-Two Interactive,Communication Services,NASDAQ,1,Large cap,45766832430
SLF,SLF,Sun Life Financial Inc.,Financials,NYSE,0,Large cap,45652051709
ARES,ARES,Ares Management,Financials,NYSE,1,Large cap,45139647618
ODFL,ODFL,Old Dominion,Industrials,NASDAQ,1,Large cap,44863678736
FLEX,FLEX,Flex Ltd.,Information Technology,NASDAQ,1,Large cap,44827051380
KB,KB,KB Financial Group Inc,Financials,NYSE,0,Large cap,44468463405
WDAY,WDAY,"Workday, Inc.",Information Technology,NASDAQ,1,Large cap,44371080000
TRI,TRI,Thomson Reuters Corporation,Consumer Discretionary,NASDAQ,0,Large cap,44112756000
RVMD,RVMD,Revolution Medicines Inc.,Health Care,NASDAQ,0,Large cap,43971116153
CBRE,CBRE,CBRE Group,Real Estate,NYSE,1,Large cap,42909267658
PAYX,PAYX,Paychex,Industrials,NASDAQ,1,Large cap,42696170514
